Latitude,Longitude
40.86643,-124.08665
33.842237,-118.065976
34.1875,-119.225
34.1875,-119.225
35.65833,-120.68333
36.53883,-119.40863
37.936547,-121.329178
35.32496,-118.98541
35.65833,-120.68333
39.14573,-121.59135
32.833551,-117.128677
33.76668,-118.19991
34.07485,-118.39819
36.64166,-121.70666
34.23639,-119.25861
34.23639,-119.25861
34.03528,-118.6875
34.03528,-118.6875
34.03528,-118.6875
39.76649,-122.05365
38.40774,-122.93451
37.4148,-120.75625
34.179194,-118.601569
36.04861,-119.31508
36.04861,-119.31508
40.66186,-122.63523
36.04861,-119.31508
34.13901,-118.82621
34.13901,-118.82621
34.13901,-118.82621
35.79521,-119.11223
36.079556,-119.557722
37.9577,-121.29078
37.9577,-121.29078
39.3759,-123.33531
39.3759,-123.33531
39.3759,-123.33531
35.062556,-120.577322
34.063362,-118.3451
37.961333,-122.281806
35.062556,-120.577322
34.063362,-118.3451
36.76875,-120.36786
33.86194,-118.17917
38.00867,-121.25781
34.063362,-118.3451
36.76875,-120.36786
36.76875,-120.36786
34.063362,-118.3451
34.43333,-118.66556
36.76875,-120.36786
34.0314,-118.84328
37.577098,-120.975269
36.76875,-120.36786
37.577098,-120.975269
34.43333,-118.66556
34.029457,-118.754086
34.029457,-118.754086
34.315381,-119.118321
34.315381,-119.118321
34.315381,-119.118321
34.315381,-119.118321
34.315381,-119.118321
34.315381,-119.118321
35.047352,-120.546507
37.95792,-121.68634
39.24646,-123.18779
34.685,-118.78667
34.685,-118.78667
34.685,-118.78667
34.685,-118.78667
37.95792,-121.68634
37.95792,-121.68634
38.58393,-122.86181
36.660078,-119.592516
38.66169,-121.7136
38.66169,-121.7136
33.83694,-118.24028
39.06506,-121.55068
39.06506,-121.55068
33.46944,-118.53139
33.46944,-118.53139
33.46944,-118.53139
35.609921,-121.144195
35.609921,-121.144195
35.609921,-121.144195
35.609921,-121.144195
35.609921,-121.144195
35.609921,-121.144195
35.609921,-121.144195
34.056352,-118.088318
33.987309,-118.471926
38.52227,-121.75569
34.06444,-118.35056
33.114837,-117.319736
38.52227,-121.75569
37.144306,-119.302861
33.79449,-118.17197
37.20401,-119.24884
38.293152,-120.927743
35.32496,-118.98541
37.65637,-119.72624
36.13373,-118.81568
36.13373,-118.81568
37.07797,-120.1211
38.59316,-121.67089
37.65637,-119.72624
36.13373,-118.81568
39.157593,-121.522674
34.19167,-119.00302
40.489839,-122.550629
41.278084,-122.302111
36.963421,-122.035383
36.963421,-122.035383
36.963421,-122.035383
39.329798,-120.131665
33.77569,-118.26289
37.61373,-121.01177
34.42583,-118.47944
39.200605,-121.186927
39.200605,-121.186927
37.61373,-121.01177
37.92487,-120.635969
34.03806,-118.67444
37.07797,-120.1211
38.40774,-122.93451
39.638355,-122.12938
38.40774,-122.93451
33.80972,-118.23889
34.19167,-119.00302
34.19167,-119.00302
34.19167,-119.00302
38.73586,-120.78757
34.23639,-119.25861
34.07075,-119.01225
34.42011,-119.65189
34.035694,-118.710344
34.035694,-118.710344
34.069812,-118.006032
37.10411,-119.31763
37.10411,-119.31763
35.18224,-120.73327
39.24646,-123.18779
34.308333,-119.108333
37.87862,-120.46142
37.87862,-120.46142
37.87862,-120.46142
35.18687433,-118.8471472
35.65833,-120.68333
34.449682,-119.160984
34.449682,-119.160984
34.3904,-118.2853
35.65833,-120.68333
38.59316,-121.67089
34.00485,-117.63521
34.1875,-119.225
34.1875,-119.225
34.1875,-119.225
35.65833,-120.68333
37.936547,-121.329178
37.936547,-121.329178
37.936547,-121.329178
36.53883,-119.40863
39.14573,-121.59135
33.445,-118.483333
35.65833,-120.68333
35.65833,-120.68333
35.65833,-120.68333
35.65833,-120.68333
38.84179,-122.76576
32.833551,-117.128677
32.68636,-117.125545
36.849475,-121.544972
36.849475,-121.544972
38.66169,-121.7136
37.60928,-120.948789
34.23639,-119.25861
34.23639,-119.25861
36.849475,-121.544972
34.03528,-118.6875
38.487431,-122.245378
38.40774,-122.93451
39.06506,-121.55068
35.40052,-119.46956
33.551707,-117.805834
34.179194,-118.601569
36.04861,-119.31508
36.04861,-119.31508
36.04861,-119.31508
38.443229,-122.883651
38.443229,-122.883651
36.04861,-119.31508
34.13901,-118.82621
34.13901,-118.82621
36.38139,-119.02583
34.055,-118.95556
37.98727,-121.85293
38.58393,-122.86181
36.079556,-119.557722
40.881667,-122.380833
40.881667,-122.380833
33.78984,-118.21914
39.3759,-123.33531
34.28594,-118.814288
34.28594,-118.814288
34.063362,-118.3451
36.76875,-120.36786
34.063362,-118.3451
36.76875,-120.36786
34.0314,-118.84328
36.76875,-120.36786
40.804783,-124.156918
34.315381,-119.118321
34.315381,-119.118321
34.315381,-119.118321
37.953964,-121.288423
34.685,-118.78667
38.863889,-121.865278
34.565278,-118.475833
34.685,-118.78667
35.047352,-120.546507
35.096976,-119.408901
34.121677,-117.918876
38.58393,-122.86181
37.758961,-121.00343
38.66169,-121.7136
36.849475,-121.544972
36.154125,-120.210591
37.82408,-120.2506
34.088873,-118.389772
35.609921,-121.144195
35.609921,-121.144195
35.609921,-121.144195
35.609921,-121.144195
34.23639,-119.25861
34.23639,-119.25861
38.490532,-121.088797
38.490532,-121.088797
38.19118,-120.49166
38.490532,-121.088797
38.490532,-121.088797
36.06911,-118.92175
34.404252,-119.47855
37.65637,-119.72624
39.326667,120.4025
39.326667,120.4025
38.8978,-121.0749
37.65637,-119.72624
34.25,-119.075
33.8075,118.114444
33.8075,118.114444
35.138333,-118.455556
41.278084,-122.302111
36.963421,-122.035383
38.53817,-121.38903
39.326667,120.4025
37.61373,-121.01177
39.200605,-121.186927
37.61373,-121.01177
34.42011,-119.65189
35.231042,-118.967638
39.326667,120.4025
34.03806,-118.67444
37.92487,-120.635969
38.50185,-121.09467
38.50185,-121.09467
33.97778,-118.20444
34.19167,-119.00302
34.19167,-119.00302
37.936547,-121.329178
34.19167,-119.00302
34.19167,-119.00302
34.19167,-119.00302
34.19167,-119.00302
34.035694,-118.710344
34.42011,-119.65189
33.836821,-118.376457
37.10411,-119.31763
34.404252,-119.47855
34.050833,-118.459167
35.18224,-120.73327
37.95792,-121.68634
37.95792,-121.68634
39.24646,-123.18779
37.87862,-120.46142
37.87862,-120.46142
37.87862,-120.46142
36.948002,-121.790951
34.3904,-118.2853
38.34798,-120.77283
37.70279,-122.48501
34.3904,-118.2853
33.445,-118.483333
34.449682,-119.160984
37.25398,-119.16793
35.65833,-120.68333
35.65833,-120.68333
35.65833,-120.68333
40.86643,-124.08665
34.692032,-120.435775
34.1875,-119.225
35.65833,-120.68333
38.353889,-120.958333
36.53883,-119.40863
35.97747,-119.23544
37.936547,-121.329178
35.65833,-120.68333
35.624638,-120.691213
37.77598,-120.86713
37.936547,-121.329178
39.14573,-121.59135
39.14573,-121.59135
35.65833,-120.68333
35.65833,-120.68333
34.07485,-118.39819
34.07485,-118.39819
34.055874,-117.790379
34.23639,-119.25861
36.849475,-121.544972
34.036828,-118.852552
34.03528,-118.6875
34.03528,-118.6875
34.03528,-118.6875
34.03528,-118.6875
41.98055,-124.20443
38.40774,-122.93451
34.03528,-118.6875
34.03528,-118.6875
38.490532,-121.088797
36.62745,-121.68772
34.062156,-118.339731
34.393333,118.913889
34.180833,-118.844444
36.04861,-119.31508
36.04861,-119.31508
38.443229,-122.883651
36.04861,-119.31508
34.13901,-118.82621
38.722019,-122.506262
37.92487,-120.635969
36.38139,-119.02583
36.38139,-119.02583
36.38139,-119.02583
40.86643,-124.08665
39.805013,-120.471338
38.73902,-120.681986
34.09081,-118.30417
37.95326,-120.4227
38.40774,-122.93451
37.95326,-120.4227
35.062556,-120.577322
35.062556,-120.577322
38.00867,-121.25781
34.063362,-118.3451
36.76875,-120.36786
34.0314,-118.84328
34.0314,-118.84328
33.114837,-117.319736
36.48865,-119.28402
34.43333,-118.66556
37.002926,-121.538733
34.315381,-119.118321
34.029457,-118.754086
34.029457,-118.754086
34.315381,-119.118321
34.315381,-119.118321
34.315381,-119.118321
34.315381,-119.118321
37.95792,-121.68634
34.685,-118.78667
34.685,-118.78667
37.95792,-121.68634
34.685,-118.78667
35.096976,-119.408901
35.096976,-119.408901
34.19167,-119.00302
36.54496,-119.58585
40.06439,-123.78574
36.15789,-119.26529
36.15789,-119.26529
34.062513,-118.354955
38.41397,-120.64382
34.088873,-118.389772
34.23639,-119.25861
39.32333,-121.31133
35.609921,-121.144195
38.97962,-121.37551
38.490532,-121.088797
36.06911,-118.92175
33.114837,-117.319736
33.81528,-118.16694
36.13373,-118.81568
35.32496,-118.98541
34.048611,-118.444722
34.048611,-118.444722
39.326667,120.4025
39.326667,120.4025
38.59316,-121.67089
37.65637,-119.72624
37.65637,-119.72624
36.13373,-118.81568
36.13373,-118.81568
36.76875,-120.36786
40.64301,-122.45739
39.326667,120.4025
39.326667,120.4025
39.326667,120.4025
36.963421,-122.035383
33.77569,-118.26289
37.61373,-121.01177
39.326667,120.4025
37.61373,-121.01177
38.40774,-122.93451
38.40774,-122.93451
38.40774,-122.93451
38.40774,-122.93451
38.40774,-122.93451
40.664722,-122.379444
34.19167,-119.00302
38.73586,-120.78757
34.19167,-119.00302
34.19167,-119.00302
32.68726,-117.24912
33.014402,-117.112003
37.10411,-119.31763
33.836821,-118.376457
34.4041,-118.8069
37.10411,-119.31763
37.10411,-119.31763
37.10411,-119.31763
37.10411,-119.31763
33.014402,-117.112003
34.050833,-118.459167
35.18224,-120.73327
34.449682,-119.160984
35.463073,-119.746161
34.49434,-118.32681
37.87862,-120.46142
37.0116,-121.662
34.3904,-118.2853
34.3904,-118.2853
34.3904,-118.2853
35.65833,-120.68333
35.65833,-120.68333
34.3904,-118.2853
36.853,-121.716
38.59316,-121.67089
40.86643,-124.08665
34.692032,-120.435775
34.1875,-119.225
34.1875,-119.225
37.936547,-121.329178
32.665794,-117.088116
35.32496,-118.98541
35.65833,-120.68333
35.65833,-120.68333
39.40937,-123.34698
34.03528,-118.6875
39.14573,-121.59135
39.02033,-122.06997
36.849475,-121.544972
34.23639,-119.25861
34.23639,-119.25861
34.036828,-118.852552
36.62745,-121.68772
34.062156,-118.339731
33.551707,-117.805834
33.551707,-117.805834
34.179194,-118.601569
34.062156,-118.339731
36.04861,-119.31508
34.455774,-118.421551
34.03292,-118.69336
36.04861,-119.31508
36.04861,-119.31508
38.443229,-122.883651
34.13901,-118.82621
37.92487,-120.635969
32.820833,117.058333
35.79521,-119.11223
40.86643,-124.08665
37.21526,-120.43261
37.9577,-121.29078
37.4189,-122.01606
36.079556,-119.557722
39.805013,-120.471338
35.21996,-119.21595
39.3759,-123.33531
37.38528,-120.81469
35.062556,-120.577322
34.685,-118.78667
34.685,-118.78667
38.00867,-121.25781
36.76875,-120.36786
36.76875,-120.36786
34.063362,-118.3451
34.0314,-118.84328
34.0314,-118.84328
34.43333,-118.66556
34.0314,-118.84328
36.76875,-120.36786
34.43333,-118.66556
34.315381,-119.118321
34.315381,-119.118321
34.029457,-118.754086
37.61373,-121.01177
34.315381,-119.118321
34.315381,-119.118321
34.315381,-119.118321
34.315381,-119.118321
34.315381,-119.118321
37.63727,-122.38473
38.863889,-121.865278
34.685,-118.78667
34.685,-118.78667
34.685,-118.78667
35.047352,-120.546507
34.19167,-119.00302
32.68726,-117.24912
34.19167,-119.00302
39.906522,-122.100578
36.849475,-121.544972
41.50019,-124.06452
38.41397,-120.64382
34.20325,-119.17767
36.154125,-120.210591
35.49357,-119.08682
37.82408,-120.2506
33.83694,-118.24028
35.609921,-121.144195
39.32333,-121.31133
36.95018,-120.29486
35.18224,-120.73327
38.97962,-121.37551
38.490532,-121.088797
34.23639,-119.25861
35.18224,-120.73327
33.81528,-118.16694
37.20401,-119.24884
37.86616083,120.5783742
37.20401,-119.24884
38.293152,-120.927743
38.293152,-120.927743
37.65637,-119.72624
35.32496,-118.98541
37.65637,-119.72624
38.8978,-121.0749
34.021667,-118.072778
39.04337,-122.9144
38.59316,-121.67089
39.157593,-121.522674
37.65637,-119.72624
36.13373,-118.81568
38.59316,-121.67089
39.157593,-121.522674
36.963421,-122.035383
35.138333,-118.455556
33.36444,-117.41921
33.77569,-118.26289
37.61373,-121.01177
39.326667,120.4025
37.61373,-121.01177
37.61373,-121.01177
37.92487,-120.635969
37.07797,-120.1211
38.40774,-122.93451
34.272221,-119.107942
34.499615,-118.607008
34.23639,-119.25861
34.07075,-119.01225
39.518683,-121.550111
34.035694,-118.710344
34.035694,-118.710344
34.035694,-118.710344
39.40937,-123.34698
34.069812,-118.006032
39.479464,-121.754444
37.77598,-120.86713
35.67,-120.566389
35.67,-120.566389
34.4041,-118.8069
32.576942,-117.11591
32.576942,-117.11591
34.050833,-118.459167
34.050833,-118.459167
34.050833,-118.459167
32.736639,-115.523917
39.24646,-123.18779
33.83919,-118.226496
37.87862,-120.46142
37.87862,-120.46142
37.87862,-120.46142
35.18687433,-118.8471472
38.34798,-120.77283
35.18687433,-118.8471472
36.13783,-119.21996
34.449682,-119.160984
35.65833,-120.68333
34.449682,-119.160984
34.449682,-119.160984
35.65833,-120.68333
35.65833,-120.68333
35.65833,-120.68333
33.71532,-118.292848
40.86643,-124.08665
40.86643,-124.08665
40.86643,-124.08665
40.86643,-124.08665
35.65833,-120.68333
38.1629,-121.0244
34.1875,-119.225
34.1875,-119.225
34.1875,-119.225
36.6597,-119.29921
35.65833,-120.68333
37.936547,-121.329178
35.65833,-120.68333
37.591735,-122.359966
32.833551,-117.128677
34.07485,-118.39819
32.68636,-117.125545
32.68636,-117.125545
37.60928,-120.948789
38.66169,-121.7136
38.66169,-121.7136
37.60928,-120.948789
34.23639,-119.25861
38.487431,-122.245378
38.5143,-121.1895
34.036828,-118.852552
37.58586466,-121.0485596
36.62745,-121.68772
37.4148,-120.75625
38.16514,-121.3155
33.445,-118.483333
34.062156,-118.339731
33.551707,-117.805834
33.445,-118.483333
36.04861,-119.31508
36.04861,-119.31508
36.04861,-119.31508
36.04861,-119.31508
33.76182,-118.18986
38.443229,-122.883651
38.443229,-122.883651
36.04861,-119.31508
36.04861,-119.31508
36.04861,-119.31508
36.04861,-119.31508
36.04861,-119.31508
37.92487,-120.635969
36.38139,-119.02583
38.58393,-122.86181
37.66838,-119.81175
36.079556,-119.557722
40.86643,-124.08665
32.73186,-117.21037
35.062556,-120.577322
33.80972,-118.23889
34.063362,-118.3451
39.00616,-122.88616
34.063362,-118.3451
38.00867,-121.25781
38.00867,-121.25781
36.76875,-120.36786
36.76875,-120.36786
36.76875,-120.36786
36.76875,-120.36786
34.063362,-118.3451
34.0314,-118.84328
34.0314,-118.84328
34.0314,-118.84328
36.76875,-120.36786
35.218312,-119.546657
36.06483,-119.16406
34.315381,-119.118321
34.315381,-119.118321
35.047352,-120.546507
34.685,-118.78667
38.60008,-121.544343
34.685,-118.78667
34.685,-118.78667
34.685,-118.78667
39.3759,-123.33531
34.565278,-118.475833
37.95792,-121.68634
37.95792,-121.68634
35.096976,-119.408901
35.256328,-120.673299
38.58393,-122.86181
39.03337,-120.9771
39.03337,-120.9771
38.66169,-121.7136
32.79211,-117.254124
33.83694,-118.24028
39.06506,-121.55068
36.154125,-120.210591
40.489167,-121.851953
34.088873,-118.389772
36.254923,-119.644351
35.609921,-121.144195
35.609921,-121.144195
35.609921,-121.144195
34.422236,-118.584642
33.114837,-117.319736
34.23639,-119.25861
38.97962,-121.37551
34.23639,-119.25861
33.81528,-118.16694
33.81528,-118.16694
33.114837,-117.319736
33.81528,-118.16694
38.19118,-120.49166
34.404252,-119.47855
35.32496,-118.98541
37.65637,-119.72624
37.65637,-119.72624
39.157593,-121.522674
39.326667,120.4025
39.326667,120.4025
37.65637,-119.72624
37.65637,-119.72624
38.59316,-121.67089
39.157593,-121.522674
39.157593,-121.522674
37.65637,-119.72624
36.963421,-122.035383
36.963421,-122.035383
41.278084,-122.302111
35.138333,-118.455556
35.138333,-118.455556
35.138333,-118.455556
36.963421,-122.035383
36.963421,-122.035383
36.963421,-122.035383
36.963421,-122.035383
34.42583,-118.47944
38.66169,-121.7136
38.40774,-122.93451
39.326667,120.4025
39.326667,120.4025
35.231042,-118.967638
37.92487,-120.635969
38.40774,-122.93451
32.665794,-117.088116
34.19167,-119.00302
34.035694,-118.710344
34.035694,-118.710344
34.035694,-118.710344
35.67,-120.566389
39.479464,-121.754444
39.05587,-121.63253
38.24245,-121.51539
33.836821,-118.376457
35.67,-120.566389
35.67,-120.566389
34.4041,-118.8069
34.043146,-118.692401
34.050833,-118.459167
35.18224,-120.73327
37.77598,-120.86713
32.736639,-115.523917
39.116944,-121.541944
37.77598,-120.86713
39.68193,-122.15924
36.20904,-119.23872
38.34798,-120.77283
34.449682,-119.160984
34.449682,-119.160984
38.34798,-120.77283
35.18687433,-118.8471472
35.65833,-120.68333
35.65833,-120.68333
40.86643,-124.08665
36.305162,-119.798736
34.1875,-119.225
37.936547,-121.329178
35.65833,-120.68333
35.65833,-120.68333
37.936547,-121.329178
37.936547,-121.329178
35.65833,-120.68333
34.07485,-118.39819
38.66169,-121.7136
34.23639,-119.25861
38.40774,-122.93451
38.40774,-122.93451
38.40774,-122.93451
37.4148,-120.75625
37.4148,-120.75625
37.4148,-120.75625
33.916406,-118.412949
33.86194,-118.17917
34.13862,-119.1006
36.04861,-119.31508
35.35123,-119.32545
36.04861,-119.31508
36.04861,-119.31508
36.04861,-119.31508
34.063362,-118.3451
36.04861,-119.31508
34.13901,-118.82621
36.38139,-119.02583
37.98727,-121.85293
38.58393,-122.86181
36.079556,-119.557722
36.079556,-119.557722
37.9577,-121.29078
32.73186,-117.21037
37.9577,-121.29078
37.9577,-121.29078
37.4189,-122.01606
34.063362,-118.3451
40.86643,-124.08665
36.079556,-119.557722
38.40774,-122.93451
34.28594,-118.814288
34.685,-118.78667
35.062556,-120.577322
37.65637,-119.72624
36.76875,-120.36786
34.0314,-118.84328
33.75306,-118.09722
34.029457,-118.754086
34.055,-118.95556
34.315381,-119.118321
34.055,-118.95556
34.029457,-118.754086
34.029457,-118.754086
34.315381,-119.118321
34.315381,-119.118321
34.315381,-119.118321
34.315381,-119.118321
34.315381,-119.118321
36.509692,-121.448329
35.047352,-120.546507
35.047352,-120.546507
37.95792,-121.68634
38.60008,-121.544343
35.047352,-120.546507
34.685,-118.78667
34.685,-118.78667
34.685,-118.78667
33.86194,-118.17917
39.03337,-120.9771
38.66169,-121.7136
34.19167,-119.00302
40.86585,-124.15285
36.849475,-121.544972
33.83694,-118.24028
32.79211,-117.254124
34.00743,-117.60655
36.154125,-120.210591
33.9615,-117.4575
37.389552,-120.707869
33.83694,-118.24028
37.82408,-120.2506
36.254923,-119.644351
36.254923,-119.644351
35.609921,-121.144195
35.609921,-121.144195
35.609921,-121.144195
35.609921,-121.144195
35.609921,-121.144195
35.18224,-120.73327
34.23639,-119.25861
38.490532,-121.088797
36.06911,-118.92175
34.23639,-119.25861
39.157593,-121.522674
39.157593,-121.522674
37.65637,-119.72624
37.65637,-119.72624
37.65637,-119.72624
41.223797,-124.087417
36.13373,-118.81568
39.157593,-121.522674
39.326667,120.4025
36.963421,-122.035383
37.023921,-122.213871
35.138333,-118.455556
35.138333,-118.455556
35.138333,-118.455556
35.138333,-118.455556
36.963421,-122.035383
36.963421,-122.035383
36.963421,-122.035383
36.963421,-122.035383
37.61373,-121.01177
38.155936,-121.160188
37.92487,-120.635969
37.61373,-121.01177
37.92487,-120.635969
37.61373,-121.01177
37.92487,-120.635969
37.92487,-120.635969
37.92487,-120.635969
37.07797,-120.1211
37.61373,-121.01177
38.40774,-122.93451
38.40774,-122.93451
37.35256,-120.5473
34.19167,-119.00302
38.73586,-120.78757
38.73586,-120.78757
38.73586,-120.78757
34.23639,-119.25861
38.93333,-119.96667
34.035694,-118.710344
34.035694,-118.710344
34.069812,-118.006032
37.10411,-119.31763
33.014402,-117.112003
34.050833,-118.459167
37.73965,-121.42522
38.893947,-119.998376
37.87862,-120.46142
37.87862,-120.46142
34.55667,-119.90222
37.87862,-120.46142
37.25455,-120.52594
32.762897,-117.231191
34.449682,-119.160984
34.449682,-119.160984
37.866667,-121.617222
34.3904,-118.2853
35.65833,-120.68333
35.65833,-120.68333
38.353889,-120.958333
38.59316,-121.67089
38.39232,-120.8028
38.39232,-120.8028
40.86643,-124.08665
40.86643,-124.08665
36.963421,-122.035383
33.842237,-118.065976
37.936547,-121.329178
41.278084,-122.302111
35.65833,-120.68333
32.833551,-117.128677
34.055,-118.95556
36.849475,-121.544972
34.23639,-119.25861
34.23639,-119.25861
36.849475,-121.544972
36.849475,-121.544972
38.5143,-121.1895
34.03528,-118.6875
34.03528,-118.6875
40.69508,-122.40286
37.4148,-120.75625
37.4148,-120.75625
37.4148,-120.75625
33.445,-118.483333
34.062156,-118.339731
36.04861,-119.31508
33.445,-118.483333
34.179194,-118.601569
36.04861,-119.31508
36.04861,-119.31508
36.04861,-119.31508
36.04861,-119.31508
36.786227,-119.890322
36.38139,-119.02583
36.079556,-119.557722
36.079556,-119.557722
32.712888,-115.534159
38.40774,-122.93451
35.062556,-120.577322
35.062556,-120.577322
36.76875,-120.36786
36.76875,-120.36786
34.0314,-118.84328
34.0314,-118.84328
34.0314,-118.84328
34.0314,-118.84328
36.48865,-119.28402
34.236667,-117.037986
37.577098,-120.975269
37.577098,-120.975269
37.577098,-120.975269
34.029457,-118.754086
34.16207,-116.05811
34.315381,-119.118321
34.315381,-119.118321
34.315381,-119.118321
34.315381,-119.118321
34.315381,-119.118321
34.315381,-119.118321
35.047352,-120.546507
34.685,-118.78667
34.685,-118.78667
37.95792,-121.68634
37.95792,-121.68634
35.047352,-120.546507
36.154125,-120.210591
35.326202,-120.820742
38.58393,-122.86181
34.19167,-119.00302
38.722019,-122.506262
35.24141,-119.62194
36.849475,-121.544972
33.46944,-118.53139
33.46944,-118.53139
38.41397,-120.64382
33.83694,-118.24028
39.06506,-121.55068
36.154125,-120.210591
34.13663,-119.166772
37.389552,-120.707869
33.46944,-118.53139
33.46944,-118.53139
33.46944,-118.53139
36.254923,-119.644351
39.32333,-121.31133
35.609921,-121.144195
35.609921,-121.144195
35.609921,-121.144195
35.609921,-121.144195
38.97962,-121.37551
34.23639,-119.25861
38.52227,-121.75569
33.81528,-118.16694
34.404252,-119.47855
37.20401,-119.24884
39.39906,-122.031
34.021667,-118.072778
38.59316,-121.67089
37.65637,-119.72624
39.326667,120.4025
37.65637,-119.72624
37.65637,-119.72624
38.89657,-121.07689
37.4825,-122.320833
39.157593,-121.522674
36.963421,-122.035383
38.40774,-122.93451
33.77569,-118.26289
34.03806,-118.67444
39.326667,120.4025
34.42011,-119.65189
37.61373,-121.01177
37.61373,-121.01177
37.07797,-120.1211
38.40774,-122.93451
38.40774,-122.93451
38.7124,-121.17464
38.40774,-122.93451
38.40774,-122.93451
38.40774,-122.93451
38.40774,-122.93451
37.61373,-121.01177
37.854956,-121.219194
34.04538,-117.3459
37.936547,-121.329178
34.031389,-118.6825
33.939471,-118.051357
34.031389,-118.6825
34.23639,-119.25861
34.035694,-118.710344
34.035694,-118.710344
33.014402,-117.112003
35.096976,-119.408901
39.479464,-121.754444
32.576942,-117.11591
33.836821,-118.376457
33.836821,-118.376457
36.509692,-121.448329
34.055874,-117.790379
35.67,-120.566389
39.650585,-121.649239
39.24646,-123.18779
37.87862,-120.46142
38.34798,-120.77283
35.65833,-120.68333
39.668121,-120.254606
35.18687433,-118.8471472
34.3904,-118.2853
34.3904,-118.2853
34.449682,-119.160984
37.866667,-121.617222
35.65833,-120.68333
34.3904,-118.2853
35.65833,-120.68333
35.65833,-120.68333
38.59316,-121.67089
38.59316,-121.67089
38.39232,-120.8028
34.1875,-119.225
34.1875,-119.225
38.353889,-120.958333
38.50247,-122.26539
41.278084,-122.302111
35.65833,-120.68333
35.65833,-120.68333
35.65833,-120.68333
35.65833,-120.68333
34.035694,-118.710344
37.591735,-122.359966
39.21066,-121.09095
32.833551,-117.128677
34.055,-118.95556
39.40937,-123.34698
38.58393,-122.86181
36.849475,-121.544972
36.849475,-121.544972
36.849475,-121.544972
37.60928,-120.948789
34.23639,-119.25861
34.23639,-119.25861
34.23639,-119.25861
34.03528,-118.6875
33.83778,-118.38222
38.40774,-122.93451
33.445,-118.483333
34.179194,-118.601569
34.062156,-118.339731
34.901102,-120.447379
34.179194,-118.601569
37.94577,-119.12033
37.523867,-122.487783
36.04861,-119.31508
36.04861,-119.31508
36.04861,-119.31508
34.13901,-118.82621
36.38139,-119.02583
36.079556,-119.557722
37.9577,-121.29078
36.079556,-119.557722
36.079556,-119.557722
36.079556,-119.557722
34.42435,-118.64351
34.041083,-117.353889
34.041083,-117.353889
33.816667,-118.266667
37.96259,-120.32363
33.83186,-118.29885
35.1959,-119.53129
36.31045,-119.7093
36.31045,-119.7093
36.31045,-119.7093
